Date,BTC_Close,BTC_Volume,SP500_Close,M2
2019-03-28,4069.107177734375,9353915899,2815.43994140625,14513.9
2019-03-29,4098.37451171875,10918665557,2834.39990234375,14513.9
2019-04-01,4158.18310546875,10157794171,2867.18994140625,14548.1
2019-04-02,4879.8779296875,21315047816,2867.239990234375,14548.1
2019-04-03,4973.02197265625,22899891582,2873.39990234375,14548.1
2019-04-04,4922.798828125,18251810240,2879.389892578125,14548.1
2019-04-05,5036.68115234375,16837325387,2892.739990234375,14548.1
2019-04-08,5289.77099609375,17154113634,2895.77001953125,14548.1
2019-04-09,5204.95849609375,14722104361,2878.199951171875,14548.1
2019-04-10,5324.5517578125,15504590933,2888.2099609375,14548.1
2019-04-11,5064.48779296875,16555616019,2888.320068359375,14548.1
2019-04-12,5089.5390625,13675206312,2907.409912109375,14548.1
2019-04-15,5067.1083984375,12290155061,2905.580078125,14548.1
2019-04-16,5235.5595703125,11618660197,2907.06005859375,14548.1
2019-04-17,5251.93798828125,12438480677,2900.449951171875,14548.1
2019-04-18,5298.3857421875,13256489918,2905.030029296875,14548.1
2019-04-22,5399.365234375,14601631648,2907.969970703125,14548.1
2019-04-23,5572.3623046875,15867308108,2933.679931640625,14548.1
2019-04-24,5464.86669921875,17048033399,2927.25,14548.1
2019-04-25,5210.515625,15330283408,2926.169921875,14548.1
2019-04-26,5279.34814453125,16812108040,2939.8798828125,14548.1
2019-04-29,5247.3525390625,13735490672,2943.030029296875,14548.1
2019-04-30,5350.7265625,13878964574,2945.830078125,14548.1
2019-05-01,5402.697265625,13679528236,2923.72998046875,14660.8
2019-05-02,5505.28369140625,14644460907,2917.52001953125,14660.8
2019-05-03,5768.28955078125,18720780006,2945.639892578125,14660.8
2019-05-06,5746.80712890625,15737171804,2932.469970703125,14660.8
2019-05-07,5829.50146484375,18026409033,2884.050048828125,14660.8
2019-05-08,5982.45751953125,15320605300,2879.419921875,14660.8
2019-05-09,6174.52880859375,16784645411,2870.719970703125,14660.8
2019-05-10,6378.84912109375,19419875368,2881.39990234375,14660.8
2019-05-13,7814.9150390625,28677672181,2811.8701171875,14660.8
2019-05-14,7994.416015625,32031452227,2834.409912109375,14660.8
2019-05-15,8205.16796875,28344112920,2850.9599609375,14660.8
2019-05-16,7884.9091796875,33167197581,2876.320068359375,14660.8
2019-05-17,7343.8955078125,30066644905,2859.530029296875,14660.8
2019-05-20,7978.30908203125,23843404340,2840.22998046875,14660.8
2019-05-21,7963.32763671875,25127245056,2864.360107421875,14660.8
2019-05-22,7680.06640625,24719473175,2856.27001953125,14660.8
2019-05-23,7881.8466796875,24457107820,2822.239990234375,14660.8
2019-05-24,7987.37158203125,25919126991,2826.06005859375,14660.8
2019-05-28,8719.9619140625,24226919267,2802.389892578125,14660.8
2019-05-29,8659.4873046875,23473479966,2783.02001953125,14660.8
2019-05-30,8319.47265625,29246528551,2788.860107421875,14660.8
2019-05-31,8574.501953125,25365190957,2752.06005859375,14660.8
2019-06-03,8208.9951171875,22004511436,2744.449951171875,14782.9
2019-06-04,7707.77099609375,24609731549,2803.27001953125,14782.9
2019-06-05,7824.2314453125,21760923463,2826.14990234375,14782.9
2019-06-06,7822.0234375,19474611077,2843.489990234375,14782.9
2019-06-07,8043.951171875,19141423231,2873.340087890625,14782.9
2019-06-10,8000.32958984375,18689275117,2886.72998046875,14782.9
2019-06-11,7927.71435546875,17107279932,2885.719970703125,14782.9
2019-06-12,8145.857421875,19034432883,2879.840087890625,14782.9
2019-06-13,8230.923828125,18669407147,2891.639892578125,14782.9
2019-06-14,8693.8330078125,19831162906,2886.97998046875,14782.9
2019-06-17,9320.3525390625,15562951919,2889.669921875,14782.9
2019-06-18,9081.7626953125,15848210536,2917.75,14782.9
2019-06-19,9273.521484375,15546809946,2926.4599609375,14782.9
2019-06-20,9527.16015625,17846823784,2954.179931640625,14782.9
2019-06-21,10144.556640625,20624008643,2950.4599609375,14782.9
2019-06-24,11011.1025390625,19271652365,2945.35009765625,14782.9
2019-06-25,11790.9169921875,24879684533,2917.3798828125,14782.9
2019-06-26,13016.2314453125,45105733173,2913.780029296875,14782.9
2019-06-27,11182.806640625,39977475223,2924.919921875,14782.9
2019-06-28,12407.33203125,35087757766,2941.760009765625,14782.9
2019-07-01,10583.134765625,29378589324,2964.330078125,14865.4
2019-07-02,10801.677734375,31015895223,2973.010009765625,14865.4
2019-07-03,11961.26953125,30796494294,2995.820068359375,14865.4
2019-07-05,10978.4599609375,23838480210,2990.409912109375,14865.4
2019-07-08,12285.9580078125,23482551458,2975.949951171875,14865.4
2019-07-09,12573.8125,28167921523,2979.6298828125,14865.4
2019-07-10,12156.5126953125,33627574244,2993.070068359375,14865.4
2019-07-11,11358.662109375,28595327690,2999.909912109375,14865.4
2019-07-12,11815.986328125,23534692797,3013.77001953125,14865.4
2019-07-15,10895.08984375,25384047207,3014.300048828125,14865.4
2019-07-16,9477.6416015625,24151199070,3004.0400390625,14865.4
2019-07-17,9693.802734375,24569921549,2984.419921875,14865.4
2019-07-18,10666.482421875,25187024648,2995.110107421875,14865.4
2019-07-19,10530.732421875,20727426310,2976.610107421875,14865.4
2019-07-22,10343.1064453125,16334414913,2985.030029296875,14865.4
2019-07-23,9900.767578125,17851916995,3005.469970703125,14865.4
2019-07-24,9811.92578125,17398734322,3019.56005859375,14865.4
2019-07-25,9911.841796875,15821952090,3003.669921875,14865.4
2019-07-26,9870.3037109375,14495714483,3025.860107421875,14865.4
2019-07-29,9519.1455078125,13791445323,3020.969970703125,14865.4
2019-07-30,9607.423828125,13829811132,3013.179931640625,14865.4
2019-07-31,10085.6279296875,16631520648,2980.3798828125,14865.4
2019-08-01,10399.6689453125,17165337858,2953.56005859375,14947.6
2019-08-02,10518.1748046875,17489094082,2932.050048828125,14947.6
2019-08-05,11805.6533203125,23875988832,2844.739990234375,14947.6
2019-08-06,11478.1689453125,23635107660,2881.77001953125,14947.6
2019-08-07,11941.96875,22194988641,2883.97998046875,14947.6
2019-08-08,11966.4072265625,19481591730,2938.090087890625,14947.6
2019-08-09,11862.9365234375,18339989960,2918.64990234375,14947.6
2019-08-12,11382.6162109375,13647198229,2882.699951171875,14947.6
2019-08-13,10895.830078125,16681503537,2926.320068359375,14947.6
2019-08-14,10051.7041015625,19990838300,2840.60009765625,14947.6
2019-08-15,10311.5458984375,22899115082,2847.60009765625,14947.6
2019-08-16,10374.3388671875,20228207096,2888.679931640625,14947.6
2019-08-19,10916.0537109375,16038264603,2923.64990234375,14947.6
2019-08-20,10763.232421875,15053082175,2900.510009765625,14947.6
2019-08-21,10138.0498046875,19473084768,2924.429931640625,14947.6
2019-08-22,10131.0556640625,17097508856,2922.949951171875,14947.6
2019-08-23,10407.96484375,15627023886,2847.110107421875,14947.6
2019-08-26,10370.8203125,18438654080,2878.3798828125,14947.6
2019-08-27,10185.5,14762609503,2869.159912109375,14947.6
2019-08-28,9754.4228515625,17603790323,2887.93994140625,14947.6
2019-08-29,9510.2001953125,17045878501,2924.580078125,14947.6
2019-08-30,9598.173828125,13595263986,2926.4599609375,14947.6
2019-09-03,10623.5400390625,19384917989,2906.27001953125,15039.5
2019-09-04,10594.4931640625,16742664769,2937.780029296875,15039.5
2019-09-05,10575.533203125,14551239508,2976.0,15039.5
2019-09-06,10353.302734375,19536574783,2978.7099609375,15039.5
2019-09-09,10334.974609375,17595943368,2978.429931640625,15039.5
2019-09-10,10115.9755859375,14906809639,2979.389892578125,15039.5
2019-09-11,10178.3720703125,15428063426,3000.929931640625,15039.5
2019-09-12,10410.126953125,15323563925,3009.570068359375,15039.5
2019-09-13,10360.546875,14109864675,3007.389892578125,15039.5
2019-09-16,10276.7939453125,15160167779,2997.9599609375,15039.5
2019-09-17,10241.2724609375,15304603363,3005.699951171875,15039.5
2019-09-18,10198.248046875,16169268880,3006.72998046875,15039.5
2019-09-19,10266.4150390625,19937691247,3006.7900390625,15039.5
2019-09-20,10181.6416015625,14734189639,2992.070068359375,15039.5
2019-09-23,9729.32421875,15144925408,2991.780029296875,15039.5
2019-09-24,8620.56640625,25002886689,2966.60009765625,15039.5
2019-09-25,8486.9931640625,21744728353,2984.8701171875,15039.5
2019-09-26,8118.9677734375,19258205289,2977.6201171875,15039.5
2019-09-27,8251.845703125,16408941156,2961.7900390625,15039.5
2019-09-30,8293.8681640625,17115474183,2976.739990234375,15039.5
2019-10-01,8343.2763671875,15305343413,2940.25,15174.6
2019-10-02,8393.0419921875,13125712443,2887.610107421875,15174.6
2019-10-03,8259.9921875,13668823409,2910.6298828125,15174.6
2019-10-04,8205.939453125,13139456229,2952.010009765625,15174.6
2019-10-07,8245.623046875,18009742607,2938.7900390625,15174.6
2019-10-08,8228.783203125,15592264032,2893.06005859375,15174.6
2019-10-09,8595.740234375,19384942333,2919.39990234375,15174.6
2019-10-10,8586.4736328125,17618660671,2938.1298828125,15174.6
2019-10-11,8321.7568359375,19604381101,2970.27001953125,15174.6
2019-10-14,8374.6865234375,15151387859,2966.14990234375,15174.6
2019-10-15,8205.369140625,15220412632,2995.679931640625,15174.6
2019-10-16,8047.52685546875,16071646996,2989.68994140625,15174.6
2019-10-17,8103.9111328125,14313052244,2997.949951171875,15174.6
2019-10-18,7973.20751953125,15651592610,2986.199951171875,15174.6
2019-10-21,8243.720703125,15868748866,3006.719970703125,15174.6
2019-10-22,8078.203125,16803377857,2995.989990234375,15174.6
2019-10-23,7514.671875,21942878958,3004.52001953125,15174.6
2019-10-24,7493.48876953125,16268708849,3010.2900390625,15174.6
2019-10-25,8660.7001953125,28705065488,3022.550048828125,15174.6
2019-10-28,9256.1484375,30948255332,3039.419921875,15174.6
2019-10-29,9427.6875,28426779937,3036.889892578125,15174.6
2019-10-30,9205.7265625,27706531577,3046.77001953125,15174.6
2019-10-31,9199.5849609375,26583653947,3037.56005859375,15174.6
2019-11-01,9261.1044921875,24324691031,3066.909912109375,15273.3
2019-11-04,9412.6123046875,26170255634,3078.27001953125,15273.3
2019-11-05,9342.52734375,26198609048,3074.6201171875,15273.3
2019-11-06,9360.8798828125,23133895765,3076.780029296875,15273.3
2019-11-07,9267.5615234375,22700383839,3085.179931640625,15273.3
2019-11-08,8804.880859375,24333037836,3093.080078125,15273.3
2019-11-11,8757.7880859375,20265510765,3087.010009765625,15273.3
2019-11-12,8815.662109375,20309769107,3091.840087890625,15273.3
2019-11-13,8808.2626953125,17545755405,3094.0400390625,15273.3
2019-11-14,8708.0947265625,19084739975,3096.6298828125,15273.3
2019-11-15,8491.9921875,21796856471,3120.4599609375,15273.3
2019-11-18,8309.2861328125,21579470673,3122.030029296875,15273.3
2019-11-19,8206.1455078125,21083613816,3120.179931640625,15273.3
2019-11-20,8027.26806640625,20764300437,3108.4599609375,15273.3
2019-11-21,7642.75,22514243371,3103.5400390625,15273.3
2019-11-22,7296.57763671875,34242315785,3110.2900390625,15273.3
2019-11-25,7146.1337890625,42685231262,3133.639892578125,15273.3
2019-11-26,7218.37109375,21129505542,3140.52001953125,15273.3
2019-11-27,7531.66357421875,23991412764,3153.6298828125,15273.3
2019-11-29,7761.24365234375,19709695456,3140.97998046875,15273.3
2019-12-02,7321.98828125,17082040706,3113.8701171875,15334.3
2019-12-03,7320.1455078125,14797485769,3093.199951171875,15334.3
2019-12-04,7252.03466796875,21664240918,3112.760009765625,15334.3
2019-12-05,7448.3076171875,18816085231,3117.429931640625,15334.3
2019-12-06,7546.99658203125,18104466307,3145.909912109375,15334.3
2019-12-09,7400.8994140625,17872021272,3135.9599609375,15334.3
2019-12-10,7278.11962890625,18249031195,3132.52001953125,15334.3
2019-12-11,7217.42724609375,16350490689,3141.6298828125,15334.3
2019-12-12,7243.13427734375,18927080224,3168.570068359375,15334.3
2019-12-13,7269.6845703125,17125736940,3168.800048828125,15334.3
2019-12-16,6932.48046875,20213265950,3191.449951171875,15334.3
2019-12-17,6640.51513671875,22363804217,3192.52001953125,15334.3
2019-12-18,7276.802734375,31836522778,3191.139892578125,15334.3
2019-12-19,7202.84423828125,25904604416,3205.3701171875,15334.3
2019-12-20,7218.81640625,22633815180,3221.219970703125,15334.3
2019-12-23,7355.62841796875,27831788041,3224.010009765625,15334.3
2019-12-24,7322.5322265625,22991622105,3223.3798828125,15334.3
2019-12-26,7238.966796875,22787010034,3239.909912109375,15334.3
2019-12-27,7290.08837890625,22777360996,3240.02001953125,15334.3
2019-12-30,7292.9951171875,22874131672,3221.2900390625,15334.3
2019-12-31,7193.59912109375,21167946112,3230.780029296875,15334.3
2020-01-02,6985.47021484375,20802083465,3257.85009765625,15401.3
2020-01-03,7344.88427734375,28111481032,3234.85009765625,15401.3
2020-01-06,7769.21923828125,23276261598,3246.280029296875,15401.3
2020-01-07,8163.6923828125,28767291327,3237.179931640625,15401.3
2020-01-08,8079.86279296875,31672559265,3253.050048828125,15401.3
2020-01-09,7879.0712890625,24045990466,3274.699951171875,15401.3
2020-01-10,8166.55419921875,28714583844,3265.35009765625,15401.3
2020-01-13,8144.1943359375,22482910688,3288.1298828125,15401.3
2020-01-14,8827.7646484375,44841784107,3283.14990234375,15401.3
2020-01-15,8807.0107421875,40102834650,3289.2900390625,15401.3
2020-01-16,8723.7861328125,31313981931,3316.81005859375,15401.3
2020-01-17,8929.0380859375,36372139320,3329.6201171875,15401.3
2020-01-21,8745.89453125,24097418512,3320.7900390625,15401.3
2020-01-22,8680.8759765625,22600204051,3321.75,15401.3
2020-01-23,8406.515625,25770680779,3325.5400390625,15401.3
2020-01-24,8445.4345703125,24397913026,3295.469970703125,15401.3
2020-01-27,8909.8193359375,28647338393,3243.6298828125,15401.3
2020-01-28,9358.58984375,34398744403,3276.239990234375,15401.3
2020-01-29,9316.6298828125,30682598115,3273.39990234375,15401.3
2020-01-30,9508.9931640625,32378792851,3283.659912109375,15401.3
2020-01-31,9350.529296875,29432489719,3225.52001953125,15401.3
2020-02-03,9293.521484375,30934096509,3248.919921875,15453.8
2020-02-04,9180.962890625,29893183716,3297.590087890625,15453.8
2020-02-05,9613.423828125,35222060874,3334.68994140625,15453.8
2020-02-06,9729.8017578125,37628823716,3345.780029296875,15453.8
2020-02-07,9795.943359375,34522718159,3327.7099609375,15453.8
2020-02-10,9856.611328125,39386548075,3352.090087890625,15453.8
2020-02-11,10208.236328125,37648059389,3357.75,15453.8
2020-02-12,10326.0546875,43444303830,3379.449951171875,15453.8
2020-02-13,10214.3798828125,49356071373,3373.93994140625,15453.8
2020-02-14,10312.1162109375,43338264162,3380.159912109375,15453.8
2020-02-18,10141.99609375,47271023953,3370.2900390625,15453.8
2020-02-19,9633.38671875,46992019710,3386.14990234375,15453.8
2020-02-20,9608.4755859375,44925260237,3373.22998046875,15453.8
2020-02-21,9686.44140625,40930547513,3337.75,15453.8
2020-02-24,9650.1748046875,45080496648,3225.889892578125,15453.8
2020-02-25,9341.705078125,42515259129,3128.2099609375,15453.8
2020-02-26,8820.5224609375,50420050762,3116.389892578125,15453.8
2020-02-27,8784.494140625,45470195695,2978.760009765625,15453.8
2020-02-28,8672.455078125,44605450443,2954.219970703125,15453.8
2020-03-02,8869.669921875,42857674409,3090.22998046875,15980.6
2020-03-03,8787.7861328125,42386715821,3003.3701171875,15980.6
2020-03-04,8755.24609375,34746706368,3130.1201171875,15980.6
2020-03-05,9078.7626953125,39698054597,3023.93994140625,15980.6
2020-03-06,9122.5458984375,40826885651,2972.3701171875,15980.6
2020-03-09,7923.64453125,46936995808,2746.56005859375,15980.6
2020-03-10,7909.7294921875,42213940994,2882.22998046875,15980.6
2020-03-11,7911.43017578125,38682762605,2741.3798828125,15980.6
2020-03-12,4970.7880859375,53980357243,2480.639892578125,15980.6
2020-03-13,5563.70703125,74156772075,2711.02001953125,15980.6
2020-03-16,5014.47998046875,45368026430,2386.1298828125,15980.6
2020-03-17,5225.62939453125,38622642935,2529.18994140625,15980.6
2020-03-18,5238.4384765625,37878801016,2398.10009765625,15980.6
2020-03-19,6191.19287109375,51000731797,2409.389892578125,15980.6
2020-03-20,6198.7783203125,54442976103,2304.919921875,15980.6
2020-03-23,6416.31494140625,46491916000,2237.39990234375,15980.6
2020-03-24,6734.8037109375,48221910672,2447.330078125,15980.6
2020-03-25,6681.06298828125,44590107888,2475.56005859375,15980.6
2020-03-26,6716.4404296875,35319797642,2630.070068359375,15980.6
2020-03-27,6469.79833984375,34585598367,2541.469970703125,15980.6
2020-03-30,6429.841796875,37101651525,2626.64990234375,15980.6
2020-03-31,6438.64453125,32786468812,2584.590087890625,15980.6
2020-04-01,6606.7763671875,40346426266,2470.5,16999.0
2020-04-02,6793.62451171875,47660646124,2526.89990234375,16999.0
2020-04-03,6733.38720703125,38976504903,2488.64990234375,16999.0
2020-04-06,7271.78125,46896904615,2663.679931640625,16999.0
2020-04-07,7176.41455078125,44243482668,2659.409912109375,16999.0
2020-04-08,7334.0986328125,37563249549,2749.97998046875,16999.0
2020-04-09,7302.08935546875,34815139178,2789.820068359375,16999.0
2020-04-13,6845.03759765625,38619308647,2761.6298828125,16999.0
2020-04-14,6842.427734375,34110434052,2846.06005859375,16999.0
2020-04-15,6642.10986328125,32288311031,2783.360107421875,16999.0
2020-04-16,7116.80419921875,46783242377,2799.550048828125,16999.0
2020-04-17,7096.1845703125,32513423567,2874.56005859375,16999.0
2020-04-20,6881.95849609375,37747113936,2823.159912109375,16999.0
2020-04-21,6880.3232421875,32589741511,2736.56005859375,16999.0
2020-04-22,7117.20751953125,33249153866,2799.31005859375,16999.0
2020-04-23,7429.724609375,43500782316,2797.800048828125,16999.0
2020-04-24,7550.90087890625,34636526286,2836.739990234375,16999.0
2020-04-27,7795.60107421875,36162144725,2878.47998046875,16999.0
2020-04-28,7807.05859375,33187959921,2863.389892578125,16999.0
2020-04-29,8801.0380859375,60201052203,2939.510009765625,16999.0
2020-04-30,8658.5537109375,66964629541,2912.429931640625,16999.0
2020-05-01,8864.7666015625,44068389997,2830.7099609375,17868.4
2020-05-04,8912.654296875,45718796276,2842.739990234375,17868.4
2020-05-05,9003.0703125,43148462663,2868.43994140625,17868.4
2020-05-06,9268.76171875,49371886931,2848.419921875,17868.4
2020-05-07,9951.5185546875,61112700562,2881.18994140625,17868.4
2020-05-08,9842.666015625,51780748042,2929.800048828125,17868.4
2020-05-11,8601.7958984375,57119858802,2930.18994140625,17868.4
2020-05-12,8804.4775390625,42142717533,2870.1201171875,17868.4
2020-05-13,9269.9873046875,45558144023,2820.0,17868.4
2020-05-14,9733.7216796875,56426907637,2852.5,17868.4
2020-05-15,9328.197265625,48158802327,2863.699951171875,17868.4
2020-05-18,9726.5751953125,41827139896,2953.909912109375,17868.4
2020-05-19,9729.0380859375,39254288955,2922.93994140625,17868.4
2020-05-20,9522.9814453125,36546239703,2971.610107421875,17868.4
2020-05-21,9081.76171875,39326160532,2948.510009765625,17868.4
2020-05-22,9182.5771484375,29810773699,2955.449951171875,17868.4
2020-05-26,8835.052734375,29584186947,2991.77001953125,17868.4
2020-05-27,9181.017578125,32740536902,3036.1298828125,17868.4
2020-05-28,9525.7509765625,34367073114,3029.72998046875,17868.4
2020-05-29,9439.1240234375,32896642044,3044.31005859375,17868.4
2020-06-01,10167.2685546875,35198901068,3055.72998046875,18161.5
2020-06-02,9529.8037109375,39137252109,3080.820068359375,18161.5
2020-06-03,9656.7177734375,25007459262,3122.8701171875,18161.5
2020-06-04,9800.63671875,25921805072,3112.35009765625,18161.5
2020-06-05,9665.533203125,23509628646,3193.929931640625,18161.5
2020-06-08,9771.4892578125,21486346312,3232.389892578125,18161.5
2020-06-09,9795.7001953125,23717842783,3207.179931640625,18161.5
2020-06-10,9870.0947265625,25706567601,3190.139892578125,18161.5
2020-06-11,9321.78125,30247143440,3002.10009765625,18161.5
2020-06-12,9480.84375,22610564515,3041.31005859375,18161.5
2020-06-15,9450.7021484375,26699704768,3066.590087890625,18161.5
2020-06-16,9538.0244140625,21565537209,3124.739990234375,18161.5
2020-06-17,9480.2548828125,20177709879,3113.489990234375,18161.5
2020-06-18,9411.8408203125,17770083003,3115.340087890625,18161.5
2020-06-19,9288.0185546875,19632223107,3097.739990234375,18161.5
2020-06-22,9648.7177734375,21104009514,3117.860107421875,18161.5
2020-06-23,9629.658203125,17006433272,3131.2900390625,18161.5
2020-06-24,9313.6103515625,18961716076,3050.330078125,18161.5
2020-06-25,9264.8134765625,18616048626,3083.760009765625,18161.5
2020-06-26,9162.91796875,18341465837,3009.050048828125,18161.5
2020-06-29,9190.8544921875,16460547078,3053.239990234375,18161.5
2020-06-30,9137.9931640625,15735797744,3100.2900390625,18161.5
2020-07-01,9228.3251953125,15971550355,3115.860107421875,18311.4
2020-07-02,9123.41015625,16338916796,3130.010009765625,18311.4
2020-07-06,9375.474609375,17889263252,3179.719970703125,18311.4
2020-07-07,9252.27734375,13839652595,3145.320068359375,18311.4
2020-07-08,9428.3330078125,19702359883,3169.93994140625,18311.4
2020-07-09,9277.9677734375,18000702524,3152.050048828125,18311.4
2020-07-10,9278.8076171875,16860035605,3185.0400390625,18311.4
2020-07-13,9243.6142578125,17519821266,3155.219970703125,18311.4
2020-07-14,9243.2138671875,18085038362,3197.52001953125,18311.4
2020-07-15,9192.8369140625,15844731575,3226.56005859375,18311.4
2020-07-16,9132.2275390625,15713967523,3215.570068359375,18311.4
2020-07-17,9151.392578125,13944570749,3224.72998046875,18311.4
2020-07-20,9164.2314453125,13755604146,3251.840087890625,18311.4
2020-07-21,9374.8876953125,18069581956,3257.300048828125,18311.4
2020-07-22,9525.36328125,16532254884,3276.02001953125,18311.4
2020-07-23,9581.072265625,18146399002,3235.659912109375,18311.4
2020-07-24,9536.892578125,16552768325,3215.6298828125,18311.4
2020-07-27,10990.873046875,35359749590,3239.409912109375,18311.4
2020-07-28,10912.8232421875,28766551142,3218.43994140625,18311.4
2020-07-29,11100.4677734375,24617249715,3258.43994140625,18311.4
2020-07-30,11111.2138671875,22857247901,3246.219970703125,18311.4
2020-07-31,11323.466796875,23160469766,3271.1201171875,18311.4
2020-08-03,11246.3486328125,20271713443,3294.610107421875,18382.2
2020-08-04,11205.892578125,21250197042,3306.510009765625,18382.2
2020-08-05,11747.0224609375,24411254471,3327.77001953125,18382.2
2020-08-06,11779.7734375,23400740340,3349.159912109375,18382.2
2020-08-07,11601.47265625,23132312867,3351.280029296875,18382.2
2020-08-10,11878.111328125,26114112569,3360.469970703125,18382.2
2020-08-11,11410.525390625,27039782640,3333.68994140625,18382.2
2020-08-12,11584.9345703125,25064548486,3380.35009765625,18382.2
2020-08-13,11784.1376953125,27522199497,3373.429931640625,18382.2
2020-08-14,11768.87109375,24237958589,3372.85009765625,18382.2
2020-08-17,12254.40234375,28227687027,3381.989990234375,18382.2
2020-08-18,11991.2333984375,26043227672,3389.780029296875,18382.2
2020-08-19,11758.283203125,24502851117,3374.85009765625,18382.2
2020-08-20,11878.3720703125,20175242945,3385.510009765625,18382.2
2020-08-21,11592.4892578125,23762425999,3397.159912109375,18382.2
2020-08-24,11774.595703125,20681511755,3431.280029296875,18382.2
2020-08-25,11366.134765625,26301509932,3443.6201171875,18382.2
2020-08-26,11488.36328125,22466660958,3478.72998046875,18382.2
2020-08-27,11323.3974609375,23240415076,3484.550048828125,18382.2
2020-08-28,11542.5,19807127588,3508.010009765625,18382.2
2020-08-31,11680.8203125,22285928250,3500.31005859375,18382.2
2020-09-01,11970.478515625,27311555343,3526.64990234375,18606.8
2020-09-02,11414.0341796875,28037405299,3580.840087890625,18606.8
2020-09-03,10245.296875,31927261555,3455.06005859375,18606.8
2020-09-04,10511.8134765625,29965130374,3426.9599609375,18606.8
2020-09-08,10131.5166015625,33430927462,3331.840087890625,18606.8
2020-09-09,10242.34765625,24128292755,3398.9599609375,18606.8
2020-09-10,10363.138671875,54406443211,3339.18994140625,18606.8
2020-09-11,10400.9150390625,45201121775,3340.969970703125,18606.8
2020-09-14,10680.837890625,35453581940,3383.5400390625,18606.8
